comune,anno,popolazione_residente,superficie_kmq,arrivi_totali,presenze_totali,numero_strutture_totali,letti_totali,camere_totali,abitazioni_occupate,abitazioni_non_occupate,abitazioni_totali,presenze_per_residente,presenze_per_kmq,tasso_occupazione_media,permanenza_media_giorni,crescita_presenze_yoy_pct,crescita_letti_yoy_pct,letti_per_struttura,letti_per_residente,quota_abitazioni_non_occupate_pct,posti_letto_informali_stimati,pressione_potenziale_totale,densita_abitanti_kmq,gini_stagionalita,gini_stagionalita_solo_mesi_attivi,n_mesi_con_dati_turismo
Quartu Sant'Elena,2023,68755,96.155,60281.0,244830.0,857.0,5254.0,2324.0,31669,3346,35015,3.56,2546.2,0.128,4.06,10.8,3.5,6.1,0.076,9.6,7696.0,0.188,715.0,0.5042,0.5042,12
Quartu Sant'Elena,2024,68509,96.155,72377.0,292857.0,1227.0,7277.0,3201.0,31669,3346,35015,4.27,3045.7,0.11,4.05,19.6,38.5,5.9,0.106,9.6,7696.0,0.219,712.5,0.4989,0.4989,12
Quartu Sant'Elena,2025,68237,96.155,87120.0,380489.0,1613.0,11002.0,4379.0,31669,3346,35015,5.58,3957.0,0.095,4.37,29.9,51.2,6.8,0.161,9.6,7696.0,0.274,709.7,0.5171,0.5171,12
Quartucciu,2022,12910,27.749,3284.0,9296.0,36.0,253.0,122.0,5448,645,6093,0.72,335.0,0.101,2.83,,,7.0,0.02,10.6,1484.0,0.135,465.2,0.4727,0.4727,12
Quartucciu,2023,12852,27.749,4109.0,11840.0,48.0,301.0,135.0,5563,601,6164,0.92,426.7,0.108,2.88,27.4,19.0,6.3,0.023,9.8,1382.0,0.131,463.2,0.498,0.498,12
Quartucciu,2024,12831,27.749,4644.0,14946.0,69.0,391.0,182.0,5563,601,6164,1.16,538.6,0.105,3.22,26.2,29.9,5.7,0.03,9.8,1382.0,0.138,462.4,0.4699,0.4699,12
Quartucciu,2025,12828,27.749,4204.0,14974.0,86.0,437.0,211.0,5563,601,6164,1.17,539.6,0.094,3.56,0.2,11.8,5.1,0.034,9.8,1382.0,0.142,462.3,0.4803,0.4803,12
Riola Sardo,2022,2060,47.938,3193.0,10789.0,43.0,335.0,150.0,919,333,1252,5.24,225.1,0.088,3.38,,,7.8,0.163,26.6,766.0,0.534,43.0,0.5991,0.5991,12
Riola Sardo,2023,2040,47.938,3024.0,11361.0,47.0,368.0,163.0,934,341,1275,5.57,237.0,0.085,3.76,5.3,9.9,7.8,0.18,26.7,784.0,0.565,42.6,0.5865,0.5865,12
Riola Sardo,2024,2010,47.938,3321.0,12142.0,57.0,402.0,179.0,934,341,1275,6.04,253.3,0.083,3.66,6.9,9.2,7.1,0.2,26.7,784.0,0.59,41.9,0.5786,0.5786,12
Riola Sardo,2025,1997,47.938,4064.0,15833.0,62.0,412.0,184.0,934,341,1275,7.93,330.3,0.105,3.9,30.4,2.5,6.6,0.206,26.7,784.0,0.599,41.7,0.5968,0.5968,12
Ruinas,2023,600,30.585,85.0,220.0,2.0,6.0,2.0,275,281,556,0.37,7.2,0.1,2.59,,0.0,3.0,0.01,50.5,646.0,1.087,19.6,0.6764,0.3527,6
Ruinas,2024,586,30.585,90.0,261.0,4.0,18.0,7.0,275,281,556,0.45,8.5,0.04,2.9,18.6,200.0,4.5,0.031,50.5,646.0,1.134,19.2,0.6073,0.3269,7
Ruinas,2025,577,30.585,56.0,197.0,5.0,24.0,10.0,275,281,556,0.34,6.4,0.022,3.52,-24.5,33.3,4.8,0.042,50.5,646.0,1.162,18.9,0.7589,0.0356,3
Sadali,2023,843,49.34,708.0,882.0,4.0,42.0,19.0,418,361,779,1.05,17.9,0.058,1.25,,0.0,10.5,0.05,46.3,830.0,1.035,17.1,0.509,0.2634,8
Sadali,2024,802,49.34,726.0,1373.0,6.0,53.0,24.0,418,361,779,1.71,27.8,0.071,1.89,55.7,26.2,8.8,0.066,46.3,830.0,1.101,16.3,0.4606,0.4115,11
Sadali,2025,776,49.34,786.0,1107.0,7.0,57.0,26.0,418,361,779,1.43,22.4,0.053,1.41,-19.4,7.5,8.1,0.073,46.3,830.0,1.143,15.7,0.4247,0.3097,10
Sagama,2023,191,11.85,95.0,156.0,2.0,27.0,9.0,81,111,192,0.82,13.2,0.016,1.64,,-12.9,13.5,0.141,57.8,255.0,1.478,16.1,0.6311,0.3676,7
Sagama,2024,188,11.85,50.0,75.0,3.0,33.0,12.0,81,111,192,0.4,6.3,0.006,1.5,-51.9,22.2,11.0,0.176,57.8,255.0,1.534,15.9,0.8449,0.3795,3
Sagama,2025,191,11.85,200.0,608.0,3.0,33.0,12.0,81,111,192,3.18,51.3,0.05,3.04,710.7,0.0,11.0,0.173,57.8,255.0,1.509,16.1,0.7766,0.3297,4
Samassi,2025,4715,42.121,68.0,259.0,4.0,23.0,6.0,2056,316,2372,0.05,6.1,0.031,3.81,,0.0,5.8,0.005,13.3,727.0,0.159,111.9,0.5662,0.3493,8
Samatzai,2025,1509,31.293,104.0,299.0,2.0,12.0,5.0,659,232,891,0.2,9.6,0.068,2.88,,200.0,6.0,0.008,26.0,534.0,0.362,48.2,0.5875,0.175,6
Samugheo,2023,2757,81.53,56.0,187.0,9.0,53.0,32.0,1208,722,1930,0.07,2.3,0.01,3.34,,12.8,5.9,0.019,37.4,1661.0,0.622,33.8,0.7997,0.1987,3
Samugheo,2024,2708,81.53,231.0,422.0,9.0,66.0,18.0,1208,722,1930,0.16,5.2,0.018,1.83,125.7,24.5,7.3,0.024,37.4,1661.0,0.638,33.2,0.389,0.3334,11
Samugheo,2025,2687,81.53,208.0,534.0,9.0,66.0,18.0,1208,722,1930,0.2,6.5,0.022,2.57,26.5,0.0,7.3,0.025,37.4,1661.0,0.643,33.0,0.2747,0.2747,12
San Gavino Monreale,2022,8160,87.522,216.0,497.0,5.0,42.0,32.0,3487,780,4267,0.06,5.7,0.032,2.3,,,8.4,0.005,18.3,1794.0,0.225,93.2,0.5843,0.5012,10
San Gavino Monreale,2023,8072,87.522,504.0,1236.0,5.0,42.0,32.0,3454,844,4298,0.15,14.1,0.081,2.45,148.7,0.0,8.4,0.005,19.6,1941.0,0.246,92.2,0.2385,0.2385,12
San Gavino Monreale,2024,7959,87.522,444.0,1195.0,7.0,53.0,39.0,3454,844,4298,0.15,13.7,0.062,2.69,-3.3,26.2,7.6,0.007,19.6,1941.0,0.251,90.9,0.1992,0.1992,12
San Gavino Monreale,2025,7923,87.522,1030.0,1921.0,8.0,57.0,41.0,3454,844,4298,0.24,21.9,0.092,1.87,60.8,7.5,7.1,0.007,19.6,1941.0,0.252,90.5,0.2339,0.2339,12
San Giovanni Suergiu,2022,5689,72.145,1139.0,5502.0,40.0,270.0,125.0,2440,1073,3513,0.97,76.3,0.056,4.83,,,6.8,0.047,30.5,2468.0,0.481,78.9,0.64,0.64,12
San Giovanni Suergiu,2023,5644,72.145,2082.0,11887.0,55.0,344.0,146.0,2459,1180,3639,2.11,164.8,0.095,5.71,116.0,27.4,6.3,0.061,32.4,2714.0,0.542,78.2,0.5659,0.5659,12
San Giovanni Suergiu,2024,5621,72.145,2308.0,13316.0,73.0,410.0,187.0,2459,1180,3639,2.37,184.6,0.089,5.77,12.0,19.2,5.6,0.073,32.4,2714.0,0.556,77.9,0.5403,0.5403,12
San Giovanni Suergiu,2025,5581,72.145,4279.0,17516.0,90.0,517.0,232.0,2459,1180,3639,3.14,242.8,0.093,4.09,31.5,26.1,5.7,0.093,32.4,2714.0,0.579,77.4,0.5141,0.5141,12
San Nicolò d'Arcidano,2023,2490,28.223,60.0,343.0,6.0,30.0,14.0,1013,331,1344,0.14,12.2,0.031,5.72,,42.9,5.0,0.012,24.6,761.0,0.318,88.2,0.803,0.2119,3
San Nicolò d'Arcidano,2024,2451,28.223,102.0,558.0,8.0,39.0,19.0,1013,331,1344,0.23,19.8,0.039,5.47,62.7,30.0,4.9,0.016,24.6,761.0,0.327,86.8,0.6878,0.5317,8
San Nicolò d'Arcidano,2025,2423,28.223,70.0,605.0,8.0,39.0,19.0,1013,331,1344,0.25,21.4,0.043,8.64,8.4,0.0,4.9,0.016,24.6,761.0,0.33,85.9,0.6715,0.4368,7
San Sperate,2022,8398,26.214,157.0,622.0,14.0,80.0,43.0,3530,382,3912,0.07,23.7,0.021,3.96,,,5.7,0.01,9.8,879.0,0.114,320.4,0.69,0.4686,7
San Sperate,2023,8419,26.214,469.0,1603.0,16.0,81.0,36.0,3676,402,4078,0.19,61.2,0.054,3.42,157.7,1.3,5.1,0.01,9.9,925.0,0.119,321.2,0.5467,0.5467,12
San Sperate,2024,8488,26.214,540.0,1862.0,23.0,106.0,54.0,3676,402,4078,0.22,71.0,0.048,3.45,16.2,30.9,4.6,0.012,9.9,925.0,0.121,323.8,0.4777,0.4302,11
San Sperate,2025,8558,26.214,716.0,2413.0,31.0,146.0,69.0,3676,402,4078,0.28,92.1,0.045,3.37,29.6,37.7,4.7,0.017,9.9,925.0,0.125,326.5,0.3564,0.3564,12
San Teodoro,2022,4992,105.042,125349.0,686821.0,984.0,13523.0,4872.0,576,393,969,137.58,6538.5,0.139,5.48,,,13.7,2.709,40.6,904.0,2.89,47.5,0.6451,0.6451,12
San Teodoro,2023,5035,105.042,122291.0,683752.0,1251.0,15162.0,6019.0,584,377,961,135.8,6509.3,0.124,5.59,-0.4,12.1,12.1,3.011,39.2,867.0,3.184,47.9,0.6611,0.6611,12
San Teodoro,2024,5113,105.042,153266.0,893910.0,1753.0,18734.0,7067.0,584,377,961,174.83,8510.0,0.131,5.83,30.7,23.6,10.7,3.664,39.2,867.0,3.834,48.7,0.624,0.624,12
San Teodoro,2025,5175,105.042,187037.0,1002013.0,2248.0,21628.0,8406.0,584,377,961,193.63,9539.2,0.127,5.36,12.1,15.4,9.6,4.179,39.2,867.0,4.347,49.3,0.6258,0.6258,12
San Vero Milis,2022,2434,72.376,10444.0,43590.0,174.0,1089.0,511.0,1208,1918,3126,17.91,602.3,0.11,4.17,,,6.3,0.447,61.4,4411.0,2.26,33.6,0.5968,0.5968,12
San Vero Milis,2023,2423,72.376,11000.0,46612.0,177.0,1094.0,510.0,1237,1900,3137,19.24,644.0,0.117,4.24,6.9,0.5,6.2,0.452,60.6,4370.0,2.255,33.5,0.5915,0.5915,12
San Vero Milis,2024,2408,72.376,10835.0,48650.0,215.0,1285.0,591.0,1237,1900,3137,20.2,672.2,0.104,4.49,4.4,17.5,6.0,0.534,60.6,4370.0,2.348,33.3,0.5851,0.5851,12
San Vero Milis,2025,2394,72.376,14483.0,63003.0,251.0,1496.0,688.0,1237,1900,3137,26.32,870.5,0.115,4.35,29.5,16.4,6.0,0.625,60.6,4370.0,2.45,33.1,0.5838,0.5838,12
San Vito,2022,3488,231.601,1128.0,3649.0,24.0,171.0,87.0,1590,1120,2710,1.05,15.8,0.058,3.23,,,7.1,0.049,41.3,2576.0,0.788,15.1,0.6187,0.5425,10
San Vito,2023,3428,231.601,1630.0,5204.0,27.0,140.0,71.0,1602,1138,2740,1.52,22.5,0.102,3.19,42.6,-18.1,5.2,0.041,41.5,2617.0,0.804,14.8,0.5834,0.5455,11
San Vito,2024,3418,231.601,2399.0,7303.0,47.0,251.0,117.0,1602,1138,2740,2.14,31.5,0.08,3.04,40.3,79.3,5.3,0.073,41.5,2617.0,0.839,14.8,0.5997,0.5997,12
San Vito,2025,3420,231.601,2750.0,9507.0,73.0,417.0,197.0,1602,1138,2740,2.78,41.0,0.062,3.46,30.2,66.1,5.7,0.122,41.5,2617.0,0.887,14.8,0.5659,0.5659,12
Sanluri,2022,8170,84.144,1906.0,3899.0,6.0,125.0,66.0,3510,630,4140,0.48,46.3,0.085,2.05,,,20.8,0.015,15.2,1449.0,0.193,97.1,0.5001,0.2502,8
Sanluri,2023,8132,84.144,1643.0,3338.0,6.0,50.0,25.0,3601,619,4220,0.41,39.7,0.183,2.03,-14.4,-60.0,8.3,0.006,14.7,1424.0,0.181,96.6,0.2934,0.2934,12
Sanluri,2024,8070,84.144,2253.0,4994.0,11.0,58.0,34.0,3601,619,4220,0.62,59.4,0.236,2.22,49.6,16.0,5.3,0.007,14.7,1424.0,0.184,95.9,0.1462,0.1462,12
Sanluri,2025,8044,84.144,2272.0,5129.0,19.0,113.0,55.0,3601,619,4220,0.64,61.0,0.124,2.26,2.7,94.8,5.9,0.014,14.7,1424.0,0.191,95.6,0.197,0.197,12
Sant'Andrea Frius,2025,1662,36.098,30.0,92.0,2.0,7.0,3.0,688,254,942,0.06,2.5,0.036,3.07,,250.0,3.5,0.004,27.0,584.0,0.356,46.0,0.813,0.252,3
Sant'Anna Arresi,2022,2663,36.726,13272.0,71680.0,158.0,1734.0,747.0,1226,1147,2373,26.92,1951.8,0.113,5.4,,,11.0,0.651,48.3,2638.0,1.642,72.5,0.6611,0.6303,11
Sant'Anna Arresi,2023,2620,36.726,12944.0,74486.0,191.0,1574.0,648.0,1252,1263,2515,28.43,2028.2,0.13,5.75,3.9,-9.2,8.2,0.601,50.2,2905.0,1.71,71.3,0.6686,0.6385,11
Sant'Anna Arresi,2024,2642,36.726,14167.0,77765.0,295.0,2100.0,910.0,1252,1263,2515,29.43,2117.4,0.101,5.49,4.4,33.4,7.1,0.795,50.2,2905.0,1.894,71.9,0.6592,0.6592,12
Sant'Anna Arresi,2025,2631,36.726,17499.0,99185.0,375.0,2904.0,1214.0,1252,1263,2515,37.7,2700.7,0.094,5.67,27.5,38.3,7.7,1.104,50.2,2905.0,2.208,71.6,0.6495,0.6495,12
Sant'Antioco,2022,10756,88.676,31306.0,98248.0,409.0,3142.0,1297.0,5030,2643,7673,9.13,1107.9,0.086,3.14,,,7.7,0.292,34.4,6079.0,0.857,121.3,0.5945,0.5945,12
Sant'Antioco,2023,10668,88.676,26374.0,78771.0,456.0,3283.0,1090.0,5082,2719,7801,7.38,888.3,0.066,2.99,-19.8,4.5,7.2,0.308,34.9,6254.0,0.894,120.3,0.5366,0.5366,12
Sant'Antioco,2024,10601,88.676,45060.0,131927.0,529.0,3629.0,1486.0,5082,2719,7801,12.44,1487.7,0.1,2.93,67.5,10.5,6.9,0.342,34.9,6254.0,0.932,119.5,0.5315,0.5315,12
Sant'Antioco,2025,10490,88.676,40800.0,131767.0,634.0,4113.0,1723.0,5082,2719,7801,12.56,1485.9,0.088,3.23,-0.1,13.3,6.5,0.392,34.9,6254.0,0.988,118.3,0.5345,0.5345,12
Sant'Antonio di Gallura,2023,1432,81.303,2910.0,9931.0,17.0,170.0,77.0,647,340,987,6.94,122.1,0.16,3.41,,24.1,10.0,0.119,34.4,782.0,0.665,17.6,0.5979,0.3107,7
Sant'Antonio di Gallura,2024,1427,81.303,3562.0,13092.0,27.0,219.0,102.0,647,340,987,9.17,161.0,0.164,3.68,31.8,28.8,8.1,0.153,34.4,782.0,0.701,17.6,0.5748,0.271,7
Sant'Antonio di Gallura,2025,1441,81.303,4025.0,15151.0,40.0,299.0,140.0,647,340,987,10.51,186.4,0.139,3.76,15.7,36.5,7.5,0.207,34.4,782.0,0.75,17.7,0.5937,0.3035,7
Santa Giusta,2022,4646,69.453,243.0,641.0,12.0,57.0,26.0,1945,219,2164,0.14,9.2,0.031,2.64,,,4.8,0.012,10.1,504.0,0.121,66.9,0.9167,,1
Santa Giusta,2023,4643,69.453,579.0,1460.0,15.0,65.0,30.0,1966,235,2201,0.31,21.0,0.062,2.52,127.8,14.0,4.3,0.014,10.7,541.0,0.13,66.9,0.6324,0.5588,10
Santa Giusta,2024,4601,69.453,1034.0,2491.0,17.0,74.0,33.0,1966,235,2201,0.54,35.9,0.092,2.41,70.6,13.8,4.4,0.016,10.7,541.0,0.134,66.2,0.4675,0.4675,12
Santa Giusta,2025,4602,69.453,646.0,1738.0,22.0,94.0,41.0,1966,235,2201,0.38,25.0,0.051,2.69,-30.2,27.0,4.3,0.02,10.7,541.0,0.138,66.3,0.4789,0.4789,12
Santa Maria Coghinas,2022,1309,23.413,2018.0,8138.0,15.0,282.0,115.0,657,446,1103,6.22,347.6,0.079,4.03,,,18.8,0.215,40.4,1026.0,0.999,55.9,0.718,0.1539,4
Santa Maria Coghinas,2023,1303,23.413,2748.0,11804.0,29.0,366.0,130.0,663,449,1112,9.06,504.2,0.088,4.3,45.0,29.8,12.6,0.281,40.4,1033.0,1.073,55.7,0.5278,0.5278,12
Santa Maria Coghinas,2024,1303,23.413,3887.0,20012.0,42.0,389.0,155.0,663,449,1112,15.36,854.7,0.141,5.15,69.5,6.3,9.3,0.299,40.4,1033.0,1.091,55.7,0.4999,0.4999,12
Santa Maria Coghinas,2025,1328,23.413,3231.0,17975.0,57.0,457.0,183.0,663,449,1112,13.54,767.7,0.108,5.56,-10.2,17.5,8.0,0.344,40.4,1033.0,1.122,56.7,0.4979,0.4979,12
Santa Teresa Gallura,2022,5006,103.396,86740.0,480212.0,604.0,10481.0,3541.0,2726,6610,9336,95.93,4644.4,0.126,5.54,,,17.4,2.094,70.8,15203.0,5.131,48.4,0.6695,0.6695,12
Santa Teresa Gallura,2023,5036,103.396,92175.0,469984.0,726.0,10861.0,4039.0,2774,6492,9266,93.32,4545.5,0.119,5.1,-2.1,3.6,15.0,2.157,70.1,14932.0,5.122,48.7,0.6629,0.6629,12
Santa Teresa Gallura,2024,5044,103.396,86031.0,415726.0,1062.0,12938.0,5046.0,2774,6492,9266,82.42,4020.7,0.088,4.83,-11.5,19.1,12.2,2.565,70.1,14932.0,5.525,48.8,0.6358,0.6358,12
Santa Teresa Gallura,2025,5078,103.396,124757.0,579346.0,1404.0,14142.0,5713.0,2774,6492,9266,114.09,5603.2,0.112,4.64,39.4,9.3,10.1,2.785,70.1,14932.0,5.725,49.1,0.6314,0.6314,12
Santadi,2022,3194,116.144,191.0,352.0,8.0,82.0,35.0,1393,756,2149,0.11,3.0,0.012,1.84,,,10.3,0.026,35.2,1739.0,0.57,27.5,0.8578,0.4314,3
Santadi,2023,3170,116.144,326.0,932.0,11.0,95.0,27.0,1397,771,2168,0.29,8.0,0.027,2.86,164.8,15.9,8.6,0.03,35.6,1773.0,0.589,27.3,0.7131,0.5082,7
Santadi,2024,3094,116.144,172.0,741.0,16.0,119.0,46.0,1397,771,2168,0.24,6.4,0.017,4.31,-20.5,25.3,7.4,0.038,35.6,1773.0,0.612,26.6,0.7477,0.4955,6
Santadi,2025,3054,116.144,294.0,1339.0,28.0,172.0,67.0,1397,771,2168,0.44,11.5,0.021,4.55,80.7,44.5,6.1,0.056,35.6,1773.0,0.637,26.3,0.7006,0.6008,9
Santu Lussurgiu,2022,2229,99.907,3875.0,6948.0,28.0,226.0,106.0,977,820,1797,3.12,69.5,0.084,1.79,,,8.1,0.101,45.6,1886.0,0.948,22.3,0.4427,0.4427,12
Santu Lussurgiu,2023,2217,99.907,4250.0,8105.0,27.0,225.0,108.0,985,825,1810,3.66,81.1,0.099,1.91,16.7,-0.4,8.3,0.101,45.6,1898.0,0.957,22.2,0.3645,0.3645,12
Santu Lussurgiu,2024,2197,99.907,4331.0,8265.0,34.0,259.0,124.0,985,825,1810,3.76,82.7,0.087,1.91,2.0,15.1,7.6,0.118,45.6,1898.0,0.982,22.0,0.4083,0.4083,12
Santu Lussurgiu,2025,2179,99.907,4971.0,10257.0,38.0,271.0,131.0,985,825,1810,4.71,102.7,0.104,2.06,24.1,4.6,7.1,0.124,45.6,1898.0,0.995,21.8,0.4072,0.4072,12
Sardara,2022,3842,56.316,22888.0,55254.0,13.0,388.0,187.0,1624,471,2095,14.38,981.1,0.39,2.41,,,29.8,0.101,22.5,1083.0,0.383,68.2,0.1559,0.1559,12
Sardara,2023,3811,56.316,32873.0,53349.0,12.0,366.0,177.0,1622,507,2129,14.0,947.3,0.399,1.62,-3.4,-5.7,30.5,0.096,23.8,1166.0,0.402,67.7,0.1779,0.1779,12
Sardara,2024,3777,56.316,28166.0,45110.0,15.0,393.0,182.0,1622,507,2129,11.94,801.0,0.314,1.6,-15.4,7.4,26.2,0.104,23.8,1166.0,0.413,67.1,0.1594,0.1594,12
Sardara,2025,3744,56.316,34045.0,52987.0,17.0,411.0,191.0,1622,507,2129,14.15,940.9,0.353,1.56,17.5,4.6,24.2,0.11,23.8,1166.0,0.421,66.5,0.1145,0.1145,12
Sarroch,2022,5057,68.327,2364.0,15611.0,72.0,472.0,231.0,2291,894,3185,3.09,228.5,0.091,6.6,,,6.6,0.093,28.1,2056.0,0.5,74.0,0.4032,0.4032,12
Sarroch,2023,5048,68.327,2696.0,16854.0,86.0,527.0,252.0,2321,871,3192,3.34,246.7,0.088,6.25,8.0,11.7,6.1,0.104,27.3,2003.0,0.501,73.9,0.4255,0.4255,12
Sarroch,2024,5008,68.327,3244.0,20370.0,133.0,779.0,364.0,2321,871,3192,4.07,298.1,0.072,6.28,20.9,47.8,5.9,0.156,27.3,2003.0,0.556,73.3,0.4745,0.4745,12
Sarroch,2025,4983,68.327,3767.0,25812.0,174.0,1039.0,488.0,2321,871,3192,5.18,377.8,0.068,6.85,26.7,33.4,6.0,0.209,27.3,2003.0,0.611,72.9,0.3859,0.3859,12
Sarule,2023,1527,52.541,181.0,382.0,4.0,36.0,17.0,670,287,957,0.25,7.3,0.029,2.11,,0.0,9.0,0.024,30.0,660.0,0.456,29.1,0.6516,0.1639,5
Sarule,2024,1492,52.541,191.0,447.0,3.0,14.0,7.0,670,287,957,0.3,8.5,0.087,2.34,17.0,-61.1,4.7,0.009,30.0,660.0,0.452,28.4,0.6663,0.1991,5
Sarule,2025,1461,52.541,217.0,390.0,4.0,22.0,11.0,670,287,957,0.27,7.4,0.049,1.8,-12.8,57.1,5.5,0.015,30.0,660.0,0.467,27.8,0.3247,0.2633,11
Sassari,2022,122159,547.317,73586.0,182433.0,313.0,2739.0,1385.0,57218,7706,64924,1.49,333.3,0.182,2.48,,,8.8,0.022,11.9,17724.0,0.168,223.2,0.1873,0.1873,12
Sassari,2023,121409,547.317,81685.0,215112.0,424.0,3217.0,1454.0,57467,8068,65535,1.77,393.0,0.183,2.63,17.9,17.5,7.6,0.026,12.3,18556.0,0.179,221.8,0.1587,0.1587,12
Sassari,2024,121085,547.317,89537.0,249718.0,568.0,3859.0,1770.0,57467,8068,65535,2.06,456.3,0.177,2.79,16.1,20.0,6.8,0.032,12.3,18556.0,0.185,221.2,0.1836,0.1836,12
Sassari,2025,120510,547.317,107337.0,274114.0,723.0,4725.0,2166.0,57467,8068,65535,2.27,500.8,0.159,2.55,9.8,22.4,6.5,0.039,12.3,18556.0,0.193,220.2,0.207,0.207,12
Scano di Montiferro,2022,1417,60.465,156.0,606.0,14.0,80.0,42.0,613,686,1299,0.43,10.0,0.021,3.88,,,5.7,0.056,52.8,1578.0,1.17,23.4,0.7846,0.4831,5
Scano di Montiferro,2023,1404,60.465,189.0,1133.0,21.0,109.0,57.0,618,691,1309,0.81,18.7,0.028,5.99,87.0,36.3,5.2,0.078,52.8,1589.0,1.21,23.2,0.7709,0.5419,6
Scano di Montiferro,2024,1384,60.465,617.0,3032.0,30.0,167.0,76.0,618,691,1309,2.19,50.1,0.05,4.91,167.6,53.2,5.6,0.121,52.8,1589.0,1.269,22.9,0.6577,0.5436,9
Scano di Montiferro,2025,1367,60.465,721.0,3730.0,33.0,187.0,80.0,618,691,1309,2.73,61.7,0.055,5.17,23.0,12.0,5.7,0.137,52.8,1589.0,1.299,22.6,0.6529,0.405,7
Sedilo,2022,1995,68.519,297.0,599.0,6.0,30.0,15.0,908,480,1388,0.3,8.7,0.055,2.02,,,5.0,0.015,34.6,1104.0,0.568,29.1,0.9167,,1
Sedilo,2023,1955,68.519,653.0,1131.0,6.0,33.0,11.0,901,492,1393,0.58,16.5,0.094,1.73,88.8,10.0,5.5,0.017,35.3,1132.0,0.596,28.5,0.54,0.448,10
Sedilo,2024,1934,68.519,753.0,1595.0,10.0,49.0,18.0,901,492,1393,0.82,23.3,0.089,2.12,41.0,48.5,4.9,0.025,35.3,1132.0,0.61,28.2,0.3368,0.3368,12
Sedilo,2025,1930,68.519,1014.0,1969.0,10.0,49.0,18.0,901,492,1393,1.02,28.7,0.11,1.94,23.4,0.0,4.9,0.025,35.3,1132.0,0.612,28.2,0.3335,0.3335,12
Sedini,2023,1247,40.527,111.0,424.0,8.0,46.0,14.0,599,414,1013,0.34,10.5,0.025,3.82,,9.5,5.8,0.037,40.9,952.0,0.8,30.8,0.7799,0.4717,5
Sedini,2024,1223,40.527,153.0,868.0,11.0,81.0,28.0,599,414,1013,0.71,21.4,0.029,5.67,104.7,76.1,7.4,0.066,40.9,952.0,0.845,30.2,0.7819,0.3458,4
Sedini,2025,1205,40.527,101.0,630.0,14.0,97.0,34.0,599,414,1013,0.52,15.5,0.018,6.24,-27.4,19.8,6.9,0.08,40.9,952.0,0.871,29.7,0.824,0.5776,5
Selargius,2022,28648,26.676,13436.0,24899.0,38.0,404.0,221.0,12329,522,12851,0.87,933.4,0.169,1.85,,,10.6,0.014,4.1,1201.0,0.056,1073.9,0.2174,0.2174,12
Selargius,2023,28504,26.676,14606.0,27425.0,51.0,349.0,184.0,12563,548,13111,0.96,1028.1,0.215,1.88,10.1,-13.6,6.8,0.012,4.2,1260.0,0.056,1068.5,0.2543,0.2543,12
Selargius,2024,28437,26.676,15073.0,30334.0,79.0,441.0,223.0,12563,548,13111,1.07,1137.1,0.188,2.01,10.6,26.4,5.6,0.016,4.2,1260.0,0.06,1066.0,0.2273,0.2273,12
Selargius,2025,28377,26.676,14738.0,33876.0,110.0,552.0,276.0,12563,548,13111,1.19,1269.9,0.168,2.3,11.7,25.2,5.0,0.019,4.2,1260.0,0.064,1063.8,0.2221,0.2221,12
Selegas,2025,1274,20.288,120.0,231.0,2.0,14.0,3.0,511,224,735,0.18,11.4,0.045,1.93,,0.0,7.0,0.011,30.5,515.0,0.415,62.8,0.646,0.469,8
Seneghe,2023,1643,57.809,42.0,361.0,7.0,37.0,17.0,702,456,1158,0.22,6.2,0.027,8.6,,-9.8,5.3,0.023,39.4,1049.0,0.661,28.4,0.8368,,2
Seneghe,2024,1620,57.809,71.0,509.0,17.0,88.0,41.0,702,456,1158,0.31,8.8,0.016,7.17,41.0,137.8,5.2,0.054,39.4,1049.0,0.702,28.0,0.8285,0.314,3
Seneghe,2025,1587,57.809,306.0,913.0,15.0,68.0,34.0,702,456,1158,0.58,15.8,0.037,2.98,79.4,-22.7,4.5,0.043,39.4,1049.0,0.704,27.5,0.6136,0.4204,8
Sennariolo,2022,155,15.838,319.0,995.0,6.0,64.0,32.0,77,129,206,6.42,62.8,0.043,3.12,,,10.7,0.413,62.6,297.0,2.327,9.8,0.8015,0.2059,3
Sennariolo,2023,156,15.838,246.0,912.0,6.0,64.0,32.0,79,131,210,5.85,57.6,0.039,3.71,-8.3,0.0,10.7,0.41,62.4,301.0,2.342,9.8,0.7616,0.4279,5
Sennariolo,2024,153,15.838,393.0,1461.0,7.0,66.0,30.0,79,131,210,9.55,92.2,0.061,3.72,60.2,3.1,9.4,0.431,62.4,301.0,2.401,9.7,0.7556,0.5113,6
Sennariolo,2025,154,15.838,515.0,1807.0,8.0,73.0,33.0,79,131,210,11.73,114.1,0.068,3.51,23.7,10.6,9.1,0.474,62.4,301.0,2.431,9.7,0.7075,0.4985,7
Sennori,2023,6876,31.103,152.0,588.0,21.0,107.0,39.0,2897,687,3584,0.09,18.9,0.015,3.87,,40.8,5.1,0.016,19.2,1580.0,0.245,221.1,0.8222,0.2889,3
Sennori,2024,6856,31.103,460.0,2564.0,32.0,164.0,71.0,2897,687,3584,0.37,82.4,0.043,5.57,336.1,53.3,5.1,0.024,19.2,1580.0,0.254,220.4,0.6817,0.4544,7
