comune,anno,mese,letti_totali,superficie_kmq,densita_ricettiva,copertura_sufficiente
Bolotana,2022,5,127,108.415,1.17,True
Bolotana,2022,6,127,108.415,1.17,True
Bolotana,2022,7,127,108.415,1.17,True
Bolotana,2022,8,127,108.415,1.17,True
Bolotana,2022,9,127,108.415,1.17,True
Bolotana,2022,10,127,108.415,1.17,True
Bolotana,2022,11,127,108.415,1.17,True
Bolotana,2022,12,127,108.415,1.17,True
Bonarcado,2022,1,75,28.186,2.66,True
Bonarcado,2022,2,75,28.186,2.66,True
Bonarcado,2022,3,75,28.186,2.66,True
Bonarcado,2022,4,75,28.186,2.66,True
Bonarcado,2022,5,75,28.186,2.66,True
Bonarcado,2022,6,75,28.186,2.66,True
Bonarcado,2022,7,75,28.186,2.66,True
Bonarcado,2022,8,75,28.186,2.66,True
Bonarcado,2022,9,75,28.186,2.66,True
Bonarcado,2022,10,75,28.186,2.66,True
Bonarcado,2022,11,75,28.186,2.66,True
Bonarcado,2022,12,75,28.186,2.66,True
Bonnanaro,2022,1,16,21.99,0.73,True
Bonnanaro,2022,2,16,21.99,0.73,True
Bonnanaro,2022,3,16,21.99,0.73,True
Bonnanaro,2022,4,16,21.99,0.73,True
Bonnanaro,2022,5,16,21.99,0.73,True
Bonnanaro,2022,6,16,21.99,0.73,True
Bonnanaro,2022,7,16,21.99,0.73,True
Bonnanaro,2022,8,16,21.99,0.73,True
Bonnanaro,2022,9,16,21.99,0.73,True
Bonnanaro,2022,10,16,21.99,0.73,True
Bonnanaro,2022,11,16,21.99,0.73,True
Bonnanaro,2022,12,16,21.99,0.73,True
Bono,2022,1,56,74.57,0.75,True
Bono,2022,2,56,74.57,0.75,True
Bono,2022,3,56,74.57,0.75,True
Bono,2022,4,56,74.57,0.75,True
Bono,2022,5,56,74.57,0.75,True
Bono,2022,6,56,74.57,0.75,True
Bono,2022,7,56,74.57,0.75,True
Bono,2022,8,56,74.57,0.75,True
Bono,2022,9,56,74.57,0.75,True
Bono,2022,10,56,74.57,0.75,True
Bono,2022,11,56,74.57,0.75,True
Bono,2022,12,56,74.57,0.75,True
Bonorva,2022,1,55,149.226,0.37,True
Bonorva,2022,2,55,149.226,0.37,True
Bonorva,2022,3,55,149.226,0.37,True
Bonorva,2022,4,55,149.226,0.37,True
Bonorva,2022,5,55,149.226,0.37,True
Bonorva,2022,6,55,149.226,0.37,True
Bonorva,2022,7,55,149.226,0.37,True
Bonorva,2022,8,55,149.226,0.37,True
Bonorva,2022,9,55,149.226,0.37,True
Bonorva,2022,10,55,149.226,0.37,True
Bonorva,2022,11,55,149.226,0.37,True
Bonorva,2022,12,55,149.226,0.37,True
Boroneddu,2022,1,0,4.719,0.0,False
Boroneddu,2022,2,0,4.719,0.0,False
Boroneddu,2022,3,0,4.719,0.0,False
Boroneddu,2022,4,0,4.719,0.0,False
Boroneddu,2022,5,0,4.719,0.0,False
Boroneddu,2022,6,0,4.719,0.0,False
Boroneddu,2022,7,0,4.719,0.0,False
Boroneddu,2022,8,0,4.719,0.0,False
Boroneddu,2022,9,0,4.719,0.0,False
Boroneddu,2022,10,0,4.719,0.0,False
Boroneddu,2022,11,0,4.719,0.0,False
Boroneddu,2022,12,0,4.719,0.0,False
Borore,2022,1,0,42.64,0.0,False
Borore,2022,2,0,42.64,0.0,False
Borore,2022,3,0,42.64,0.0,False
Borore,2022,4,0,42.64,0.0,False
Borore,2022,5,0,42.64,0.0,False
Borore,2022,6,0,42.64,0.0,False
Borore,2022,7,0,42.64,0.0,False
Borore,2022,8,0,42.64,0.0,False
Borore,2022,9,0,42.64,0.0,False
Borore,2022,10,0,42.64,0.0,False
Borore,2022,11,0,42.64,0.0,False
Borore,2022,12,0,42.64,0.0,False
Bortigali,2022,1,6,67.32,0.09,True
Bortigali,2022,2,6,67.32,0.09,True
Bortigali,2022,3,6,67.32,0.09,True
Bortigali,2022,4,6,67.32,0.09,True
Bortigali,2022,5,6,67.32,0.09,True
Bortigali,2022,6,6,67.32,0.09,True
Bortigali,2022,7,6,67.32,0.09,True
Bortigali,2022,8,6,67.32,0.09,True
Bortigali,2022,9,6,67.32,0.09,True
Bortigali,2022,10,6,67.32,0.09,True
Bortigali,2022,11,6,67.32,0.09,True
Bortigali,2022,12,6,67.32,0.09,True
Bortigiadas,2022,1,42,75.668,0.56,True
Bortigiadas,2022,2,42,75.668,0.56,True
Bortigiadas,2022,3,42,75.668,0.56,True
Bortigiadas,2022,4,42,75.668,0.56,True
Bortigiadas,2022,5,42,75.668,0.56,True
Bortigiadas,2022,6,42,75.668,0.56,True
Bortigiadas,2022,7,42,75.668,0.56,True
Bortigiadas,2022,8,42,75.668,0.56,True
Bortigiadas,2022,9,42,75.668,0.56,True
Bortigiadas,2022,10,42,75.668,0.56,True
Bortigiadas,2022,11,42,75.668,0.56,True
Bortigiadas,2022,12,42,75.668,0.56,True
Borutta,2022,1,4,4.725,0.85,True
